year,month,clt,scenario
1860,1,44.691216,historical
1860,2,56.776783,historical
1860,3,54.07241,historical
1860,4,59.798206,historical
1860,5,51.45694,historical
1860,6,43.881805,historical
1860,7,20.909372,historical
1860,8,28.300522,historical
1860,9,43.730675,historical
1860,10,30.86233,historical
1860,11,53.348366,historical
1860,12,52.137352,historical
1861,1,57.56365,historical
1861,2,48.557716,historical
1861,3,49.31202,historical
1861,4,45.611183,historical
1861,5,40.234764,historical
1861,6,40.040066,historical
1861,7,21.826887,historical
1861,8,25.420307,historical
1861,9,33.604504,historical
1861,10,24.813152,historical
1861,11,20.972845,historical
1861,12,48.179237,historical
1862,1,54.736286,historical
1862,2,60.0897,historical
1862,3,47.427387,historical
1862,4,46.011284,historical
1862,5,42.58292,historical
1862,6,40.005005,historical
1862,7,27.516941,historical
1862,8,25.17995,historical
1862,9,36.36326,historical
1862,10,17.71825,historical
1862,11,60.915333,historical
1862,12,50.14712,historical
1863,1,39.882362,historical
1863,2,49.79019,historical
1863,3,53.182728,historical
1863,4,52.413673,historical
1863,5,42.83253,historical
1863,6,38.965107,historical
1863,7,28.037134,historical
1863,8,25.998163,historical
1863,9,15.131357,historical
1863,10,39.62905,historical
1863,11,46.442726,historical
1863,12,48.38442,historical
1864,1,35.669388,historical
1864,2,44.489864,historical
1864,3,47.860268,historical
1864,4,62.712303,historical
1864,5,48.204502,historical
1864,6,26.752594,historical
1864,7,30.36259,historical
1864,8,32.96161,historical
1864,9,30.259079,historical
1864,10,38.399353,historical
1864,11,33.898926,historical
1864,12,50.41098,historical
1865,1,51.659485,historical
1865,2,59.759624,historical
1865,3,65.54671,historical
1865,4,54.711548,historical
1865,5,48.841137,historical
1865,6,36.27105,historical
1865,7,37.585747,historical
1865,8,30.24079,historical
1865,9,19.934958,historical
1865,10,17.540358,historical
1865,11,34.762768,historical
1865,12,38.928574,historical
1866,1,36.15633,historical
1866,2,61.12678,historical
1866,3,34.109825,historical
1866,4,53.24284,historical
1866,5,53.34189,historical
1866,6,20.11676,historical
1866,7,30.673473,historical
1866,8,29.75405,historical
1866,9,15.064575,historical
1866,10,20.659943,historical
1866,11,31.068542,historical
1866,12,25.099192,historical
1867,1,57.856495,historical
1867,2,35.96261,historical
1867,3,56.55717,historical
1867,4,36.981865,historical
1867,5,37.14023,historical
1867,6,38.853725,historical
1867,7,36.052197,historical
1867,8,19.288443,historical
1867,9,24.735168,historical
1867,10,20.328716,historical
1867,11,34.429314,historical
1867,12,40.28688,historical
1868,1,58.099754,historical
1868,2,56.536407,historical
1868,3,47.432106,historical
1868,4,58.200977,historical
1868,5,40.171593,historical
1868,6,30.957874,historical
1868,7,25.3204,historical
1868,8,40.13673,historical
1868,9,15.411267,historical
1868,10,20.18787,historical
1868,11,54.389526,historical
1868,12,60.338966,historical
1869,1,49.779716,historical
1869,2,30.497738,historical
1869,3,44.63082,historical
1869,4,37.550343,historical
1869,5,37.388733,historical
1869,6,26.539911,historical
1869,7,26.664423,historical
1869,8,23.172556,historical
1869,9,11.997927,historical
1869,10,22.654123,historical
1869,11,29.044811,historical
1869,12,40.81359,historical
1870,1,47.673275,historical
1870,2,46.92809,historical
1870,3,42.55668,historical
1870,4,52.236122,historical
1870,5,51.751293,historical
1870,6,31.746954,historical
1870,7,39.42636,historical
1870,8,33.949368,historical
1870,9,28.37389,historical
1870,10,32.46467,historical
1870,11,26.718952,historical
1870,12,36.51903,historical
1871,1,49.763172,historical
1871,2,67.81414,historical
1871,3,64.025955,historical
1871,4,51.545685,historical
1871,5,40.715115,historical
1871,6,39.798744,historical
1871,7,35.62165,historical
1871,8,54.349316,historical
1871,9,37.957558,historical
1871,10,19.297428,historical
1871,11,38.707,historical
1871,12,52.565296,historical
1872,1,33.33202,historical
1872,2,68.089035,historical
1872,3,43.263237,historical
1872,4,35.987816,historical
1872,5,47.524586,historical
1872,6,32.26845,historical
1872,7,25.274326,historical
1872,8,27.509283,historical
1872,9,23.970623,historical
1872,10,27.293537,historical
1872,11,32.34884,historical
1872,12,41.224556,historical
1873,1,36.97007,historical
1873,2,49.519867,historical
1873,3,48.65731,historical
1873,4,47.438427,historical
1873,5,43.52327,historical
1873,6,36.20403,historical
1873,7,19.948965,historical
1873,8,36.767017,historical
1873,9,25.274067,historical
1873,10,19.974722,historical
1873,11,25.866846,historical
1873,12,48.13626,historical
1874,1,39.489113,historical
1874,2,45.0362,historical
1874,3,36.5071,historical
1874,4,60.917244,historical
1874,5,54.158607,historical
1874,6,27.929012,historical
1874,7,25.680542,historical
1874,8,22.674784,historical
1874,9,37.619385,historical
1874,10,23.915928,historical
1874,11,25.853205,historical
1874,12,50.279667,historical
1875,1,49.62492,historical
1875,2,55.34115,historical
1875,3,59.46879,historical
1875,4,38.229893,historical
1875,5,54.709747,historical
1875,6,24.11311,historical
1875,7,27.46931,historical
1875,8,26.48888,historical
1875,9,27.632257,historical
1875,10,44.806496,historical
1875,11,33.968353,historical
1875,12,18.2156,historical
1876,1,41.382805,historical
1876,2,33.78163,historical
1876,3,50.28512,historical
1876,4,48.32901,historical
1876,5,36.3954,historical
1876,6,35.08023,historical
1876,7,23.035358,historical
1876,8,24.268673,historical
1876,9,35.514194,historical
1876,10,16.944895,historical
1876,11,28.649775,historical
1876,12,14.021868,historical
1877,1,59.081688,historical
1877,2,35.170902,historical
1877,3,47.60148,historical
1877,4,40.30447,historical
1877,5,38.50706,historical
1877,6,38.79801,historical
1877,7,14.010269,historical
1877,8,22.295254,historical
1877,9,30.292105,historical
1877,10,22.084188,historical
1877,11,45.19175,historical
1877,12,42.20385,historical
1878,1,56.74179,historical
1878,2,45.576954,historical
1878,3,53.49314,historical
1878,4,49.961197,historical
1878,5,44.369987,historical
1878,6,42.248753,historical
1878,7,24.624142,historical
1878,8,23.606232,historical
1878,9,31.652782,historical
1878,10,30.188488,historical
1878,11,36.61173,historical
1878,12,55.230724,historical
1879,1,70.05743,historical
1879,2,45.37675,historical
1879,3,44.72237,historical
1879,4,46.275677,historical
1879,5,34.635876,historical
1879,6,50.177895,historical
1879,7,37.544376,historical
1879,8,18.015366,historical
1879,9,16.979834,historical
1879,10,29.340153,historical
1879,11,55.730896,historical
1879,12,58.662964,historical
1880,1,56.556618,historical
1880,2,49.280525,historical
1880,3,56.58834,historical
1880,4,27.118576,historical
1880,5,38.3834,historical
1880,6,19.826303,historical
1880,7,31.311066,historical
1880,8,28.676233,historical
1880,9,23.276127,historical
1880,10,37.585606,historical
1880,11,44.96392,historical
1880,12,36.87301,historical
1881,1,51.654335,historical
1881,2,53.769115,historical
1881,3,52.150776,historical
1881,4,46.309326,historical
1881,5,58.402172,historical
1881,6,38.377666,historical
1881,7,41.580784,historical
1881,8,31.919796,historical
1881,9,19.662598,historical
1881,10,20.410984,historical
1881,11,41.465546,historical
1881,12,52.346504,historical
1882,1,25.0117,historical
1882,2,54.174877,historical
1882,3,38.296505,historical
1882,4,56.26256,historical
1882,5,43.117596,historical
1882,6,41.928703,historical
1882,7,29.584723,historical
1882,8,28.415152,historical
1882,9,15.10465,historical
1882,10,23.266983,historical
1882,11,26.439407,historical
1882,12,46.990257,historical
1883,1,43.64516,historical
1883,2,64.39429,historical
1883,3,30.166462,historical
1883,4,35.30813,historical
1883,5,39.081184,historical
1883,6,39.775703,historical
1883,7,37.008972,historical
1883,8,21.333204,historical
1883,9,20.401083,historical
1883,10,17.569223,historical
1883,11,25.502745,historical
1883,12,43.907646,historical
1884,1,38.835888,historical
1884,2,52.776855,historical
1884,3,50.80656,historical
1884,4,42.36965,historical
1884,5,42.2423,historical
1884,6,26.342236,historical
1884,7,24.72375,historical
1884,8,21.420635,historical
1884,9,23.304832,historical
1884,10,14.161987,historical
1884,11,42.2237,historical
1884,12,23.559101,historical
1885,1,37.755287,historical
1885,2,49.5743,historical
1885,3,46.203045,historical
1885,4,48.922813,historical
1885,5,51.167442,historical
1885,6,30.206549,historical
1885,7,6.542633,historical
1885,8,16.090908,historical
1885,9,19.17303,historical
1885,10,32.83966,historical
1885,11,41.762463,historical
1885,12,42.174446,historical
1886,1,44.3957,historical
1886,2,56.05979,historical
1886,3,47.07976,historical
1886,4,50.624046,historical
1886,5,31.673115,historical
1886,6,33.480614,historical
1886,7,13.944145,historical
1886,8,18.563671,historical
1886,9,24.548597,historical
1886,10,19.737494,historical
1886,11,38.604218,historical
1886,12,44.398212,historical
1887,1,46.481358,historical
1887,2,46.949207,historical
1887,3,43.244484,historical
1887,4,42.780827,historical
1887,5,41.023346,historical
1887,6,33.87939,historical
1887,7,18.90857,historical
1887,8,31.267126,historical
1887,9,26.971561,historical
1887,10,44.308044,historical
1887,11,39.17174,historical
1887,12,41.44512,historical
1888,1,77.43275,historical
1888,2,43.898663,historical
1888,3,52.013012,historical
1888,4,39.083973,historical
1888,5,40.05763,historical
1888,6,35.41842,historical
1888,7,18.182379,historical
1888,8,34.669037,historical
1888,9,20.769012,historical
1888,10,27.715021,historical
1888,11,40.166626,historical
1888,12,30.527826,historical
1889,1,58.961586,historical
1889,2,42.095314,historical
1889,3,63.255394,historical
1889,4,42.351295,historical
1889,5,40.451782,historical
1889,6,48.57126,historical
1889,7,26.476755,historical
1889,8,29.60735,historical
1889,9,36.036484,historical
1889,10,41.917873,historical
1889,11,48.55459,historical
1889,12,30.153091,historical
1890,1,52.917675,historical
1890,2,36.899742,historical
1890,3,63.266968,historical
1890,4,46.166943,historical
1890,5,42.01002,historical
1890,6,40.296326,historical
1890,7,30.39184,historical
1890,8,21.280499,historical
1890,9,22.539593,historical
1890,10,23.957819,historical
1890,11,44.815525,historical
1890,12,56.46056,historical
1891,1,34.581726,historical
1891,2,44.34765,historical
1891,3,56.676228,historical
1891,4,55.715965,historical
1891,5,34.451252,historical
1891,6,34.642467,historical
1891,7,45.597572,historical
1891,8,29.169666,historical
1891,9,28.702747,historical
1891,10,35.902138,historical
1891,11,22.490353,historical
1891,12,30.086725,historical
1892,1,55.54845,historical
1892,2,55.516968,historical
1892,3,48.64256,historical
1892,4,48.87833,historical
1892,5,56.18565,historical
1892,6,20.52367,historical
1892,7,30.429169,historical
1892,8,29.76528,historical
1892,9,24.002888,historical
1892,10,41.2559,historical
1892,11,43.987022,historical
1892,12,48.011044,historical
1893,1,48.2342,historical
1893,2,46.645164,historical
1893,3,64.64662,historical
1893,4,52.905457,historical
1893,5,47.157223,historical
1893,6,34.372456,historical
1893,7,23.000437,historical
1893,8,24.203766,historical
1893,9,21.87616,historical
1893,10,40.064342,historical
1893,11,36.6462,historical
1893,12,40.39637,historical
1894,1,40.69072,historical
1894,2,39.16336,historical
1894,3,49.684315,historical
1894,4,31.575626,historical
1894,5,33.02153,historical
1894,6,28.542444,historical
1894,7,25.105188,historical
1894,8,41.88044,historical
1894,9,12.963661,historical
1894,10,23.637928,historical
1894,11,35.883038,historical
1894,12,42.67411,historical
1895,1,31.950134,historical
1895,2,70.73171,historical
1895,3,51.905968,historical
1895,4,39.45433,historical
1895,5,38.104153,historical
1895,6,48.640167,historical
1895,7,19.227636,historical
1895,8,32.914482,historical
1895,9,18.801245,historical
1895,10,22.283154,historical
1895,11,22.087448,historical
1895,12,41.196644,historical
1896,1,49.865738,historical
1896,2,76.65437,historical
1896,3,45.17387,historical
1896,4,42.913162,historical
1896,5,36.79597,historical
1896,6,42.393356,historical
1896,7,19.854404,historical
1896,8,16.121674,historical
1896,9,7.8787627,historical
1896,10,33.463367,historical
1896,11,43.663216,historical
1896,12,74.26124,historical
1897,1,42.728355,historical
1897,2,70.80183,historical
1897,3,49.774925,historical
1897,4,50.041187,historical
1897,5,36.41388,historical
1897,6,28.630157,historical
1897,7,22.419302,historical
1897,8,20.615591,historical
1897,9,21.227528,historical
1897,10,43.676003,historical
1897,11,36.178925,historical
1897,12,44.76957,historical
1898,1,52.97002,historical
1898,2,26.121418,historical
1898,3,42.844463,historical
1898,4,49.82687,historical
1898,5,41.514427,historical
1898,6,27.27056,historical
1898,7,30.037334,historical
1898,8,28.070362,historical
1898,9,20.927908,historical
1898,10,28.913092,historical
1898,11,30.275288,historical
1898,12,45.303112,historical
1899,1,43.706867,historical
1899,2,47.954536,historical
1899,3,47.83123,historical
1899,4,54.465614,historical
1899,5,39.75345,historical
1899,6,37.77315,historical
1899,7,34.227676,historical
1899,8,36.049004,historical
1899,9,35.266876,historical
1899,10,35.654438,historical
1899,11,54.215473,historical
1899,12,44.183876,historical
1900,1,47.030357,historical
1900,2,42.530964,historical
1900,3,60.888428,historical
1900,4,35.89756,historical
1900,5,47.91531,historical
1900,6,39.799583,historical
1900,7,30.520197,historical
1900,8,18.085693,historical
1900,9,13.37587,historical
1900,10,30.776413,historical
1900,11,37.591682,historical
1900,12,41.522907,historical
1901,1,25.965435,historical
1901,2,41.62213,historical
1901,3,45.550194,historical
1901,4,39.950855,historical
1901,5,32.353333,historical
1901,6,33.368397,historical
1901,7,34.76302,historical
1901,8,30.157068,historical
1901,9,25.95264,historical
1901,10,27.747784,historical
1901,11,40.231575,historical
1901,12,57.6802,historical
1902,1,43.505665,historical
1902,2,35.2372,historical
1902,3,59.238636,historical
1902,4,39.78604,historical
1902,5,47.722015,historical
1902,6,34.21362,historical
1902,7,37.11436,historical
1902,8,24.680384,historical
1902,9,31.115223,historical
1902,10,17.503555,historical
1902,11,27.458813,historical
1902,12,26.361807,historical
1903,1,26.455708,historical
1903,2,55.714306,historical
1903,3,61.71116,historical
1903,4,48.06864,historical
1903,5,41.49944,historical
1903,6,44.157024,historical
1903,7,38.0913,historical
1903,8,43.828484,historical
1903,9,30.66724,historical
1903,10,30.472538,historical
1903,11,23.700283,historical
1903,12,43.681843,historical
1904,1,45.900307,historical
1904,2,69.14852,historical
1904,3,56.64868,historical
1904,4,37.207626,historical
1904,5,51.288826,historical
1904,6,32.417645,historical
1904,7,41.166267,historical
1904,8,23.703861,historical
1904,9,32.232807,historical
1904,10,36.19588,historical
1904,11,27.44773,historical
1904,12,49.605244,historical
1905,1,55.64394,historical
1905,2,62.70047,historical
1905,3,35.887016,historical
1905,4,40.794544,historical
1905,5,29.55296,historical
1905,6,31.599659,historical
1905,7,11.816169,historical
1905,8,26.979166,historical
1905,9,23.574406,historical
1905,10,28.665577,historical
1905,11,26.000244,historical
1905,12,37.226807,historical
1906,1,39.506092,historical
1906,2,44.41632,historical
1906,3,56.831963,historical
1906,4,49.012207,historical
1906,5,44.88838,historical
1906,6,30.564014,historical
1906,7,15.066007,historical
1906,8,39.18235,historical
1906,9,24.063614,historical
1906,10,25.108255,historical
1906,11,30.32138,historical
1906,12,54.794415,historical
1907,1,51.396748,historical
1907,2,34.398445,historical
1907,3,53.2658,historical
1907,4,42.31362,historical
1907,5,41.058617,historical
1907,6,30.876226,historical
1907,7,16.998997,historical
1907,8,35.272583,historical
1907,9,41.13152,historical
1907,10,37.388855,historical
1907,11,28.643799,historical
1907,12,61.96621,historical
1908,1,52.70698,historical
1908,2,57.461803,historical
1908,3,68.61885,historical
1908,4,60.405006,historical
1908,5,43.905785,historical
1908,6,36.650307,historical
1908,7,32.335148,historical
1908,8,34.212704,historical
1908,9,16.407114,historical
1908,10,26.493359,historical
1908,11,25.39116,historical
1908,12,46.15616,historical
1909,1,19.035366,historical
1909,2,50.165844,historical
1909,3,49.05666,historical
1909,4,29.532385,historical
1909,5,48.90685,historical
1909,6,43.890102,historical
1909,7,14.3415985,historical
1909,8,31.925055,historical
1909,9,29.01115,historical
1909,10,31.564142,historical
1909,11,31.21307,historical
1909,12,63.978355,historical
1910,1,56.512047,historical
1910,2,42.620213,historical
1910,3,59.163918,historical
1910,4,31.753132,historical
1910,5,40.611107,historical
1910,6,27.376379,historical
1910,7,33.7642,historical
1910,8,38.109295,historical
1910,9,30.508692,historical
1910,10,25.917358,historical
1910,11,11.758336,historical
1910,12,29.959003,historical
1911,1,40.267174,historical
1911,2,32.004322,historical
1911,3,40.882763,historical
1911,4,46.665703,historical
1911,5,43.511635,historical
1911,6,39.48574,historical
1911,7,39.035942,historical
1911,8,24.586058,historical
1911,9,12.652661,historical
1911,10,36.209686,historical
1911,11,40.89034,historical
1911,12,46.762867,historical
1912,1,40.481007,historical
1912,2,32.54284,historical
1912,3,53.613575,historical
1912,4,47.646034,historical
1912,5,47.457436,historical
1912,6,37.608723,historical
1912,7,27.500168,historical
1912,8,24.667707,historical
1912,9,16.727772,historical
1912,10,18.842213,historical
1912,11,47.58213,historical
1912,12,62.795616,historical
1913,1,37.412407,historical
1913,2,40.319424,historical
1913,3,53.296886,historical
1913,4,51.423393,historical
1913,5,45.816593,historical
1913,6,27.749063,historical
1913,7,20.415636,historical
1913,8,28.938227,historical
1913,9,29.370031,historical
1913,10,18.858747,historical
1913,11,34.365765,historical
1913,12,33.070118,historical
1914,1,62.24392,historical
1914,2,50.074593,historical
1914,3,40.852776,historical
1914,4,59.739258,historical
1914,5,46.669716,historical
1914,6,27.53648,historical
1914,7,28.446148,historical
1914,8,25.753698,historical
1914,9,21.751469,historical
1914,10,34.942196,historical
1914,11,49.60412,historical
1914,12,47.53866,historical
1915,1,59.85296,historical
1915,2,56.76066,historical
1915,3,47.150665,historical
1915,4,43.814384,historical
1915,5,39.239704,historical
1915,6,43.3957,historical
1915,7,42.377167,historical
1915,8,32.08407,historical
1915,9,31.747448,historical
1915,10,31.506414,historical
1915,11,36.8572,historical
1915,12,45.09371,historical
1916,1,68.71787,historical
1916,2,59.808624,historical
1916,3,61.67024,historical
1916,4,47.241512,historical
1916,5,45.248478,historical
1916,6,38.56147,historical
1916,7,23.29256,historical
1916,8,30.722523,historical
1916,9,30.80225,historical
1916,10,37.006294,historical
1916,11,46.541046,historical
1916,12,58.61836,historical
1917,1,48.605354,historical
1917,2,47.827118,historical
1917,3,57.677418,historical
1917,4,57.287544,historical
1917,5,45.7639,historical
1917,6,32.56775,historical
1917,7,19.218637,historical
1917,8,15.995997,historical
1917,9,30.232853,historical
1917,10,31.634228,historical
1917,11,48.449474,historical
1917,12,50.907665,historical
1918,1,41.66056,historical
1918,2,31.673634,historical
1918,3,53.35961,historical
1918,4,46.651134,historical
1918,5,44.19401,historical
1918,6,28.109533,historical
1918,7,31.537222,historical
1918,8,29.56075,historical
1918,9,19.16574,historical
1918,10,53.45595,historical
1918,11,31.012817,historical
1918,12,51.96472,historical
1919,1,47.407677,historical
1919,2,67.19683,historical
1919,3,51.452126,historical
1919,4,36.906322,historical
1919,5,29.606724,historical
1919,6,40.850426,historical
1919,7,20.64118,historical
1919,8,43.528404,historical
1919,9,32.031574,historical
1919,10,32.60562,historical
1919,11,45.506268,historical
1919,12,62.68688,historical
1920,1,21.069044,historical
1920,2,58.973366,historical
1920,3,47.2641,historical
1920,4,48.53072,historical
1920,5,62.605396,historical
1920,6,33.37329,historical
1920,7,25.51621,historical
1920,8,20.665531,historical
1920,9,10.593079,historical
1920,10,21.34226,historical
1920,11,36.629333,historical
1920,12,51.804363,historical
1921,1,62.34596,historical
1921,2,82.331566,historical
1921,3,46.985638,historical
1921,4,45.25047,historical
1921,5,43.460384,historical
1921,6,24.375643,historical
1921,7,24.620815,historical
1921,8,32.93543,historical
1921,9,21.33723,historical
1921,10,18.71075,historical
1921,11,37.947884,historical
1921,12,38.34447,historical
1922,1,30.871674,historical
1922,2,65.31954,historical
1922,3,64.573326,historical
1922,4,45.802677,historical
1922,5,46.694447,historical
1922,6,47.50621,historical
1922,7,37.496338,historical
1922,8,32.380333,historical
1922,9,33.6267,historical
1922,10,30.073818,historical
1922,11,40.695076,historical
1922,12,62.414528,historical
1923,1,41.96335,historical
1923,2,73.33032,historical
1923,3,59.95746,historical
1923,4,46.072163,historical
1923,5,35.487877,historical
1923,6,32.20684,historical
1923,7,28.745474,historical
1923,8,25.862677,historical
1923,9,20.52859,historical
1923,10,45.214813,historical
1923,11,47.34601,historical
1923,12,45.456367,historical
1924,1,51.60316,historical
1924,2,47.79989,historical
1924,3,42.729084,historical
1924,4,39.993233,historical
1924,5,43.628334,historical
1924,6,46.746655,historical
1924,7,16.805012,historical
1924,8,23.974785,historical
1924,9,14.37204,historical
1924,10,28.195156,historical
1924,11,49.214245,historical
1924,12,68.39232,historical
1925,1,34.77193,historical
1925,2,46.41377,historical
1925,3,36.458977,historical
1925,4,38.27238,historical
1925,5,46.50113,historical
1925,6,43.530804,historical
1925,7,34.406555,historical
1925,8,14.194519,historical
1925,9,11.079035,historical
1925,10,23.758799,historical
1925,11,37.97014,historical
1925,12,63.761158,historical
1926,1,33.09887,historical
1926,2,46.505676,historical
1926,3,48.219337,historical
1926,4,42.38708,historical
1926,5,40.720177,historical
1926,6,36.277866,historical
1926,7,26.885925,historical
1926,8,26.705017,historical
1926,9,34.799873,historical
1926,10,17.065641,historical
1926,11,48.63164,historical
1926,12,47.599632,historical
1927,1,31.113932,historical
1927,2,65.04728,historical
1927,3,62.605854,historical
1927,4,34.284306,historical
1927,5,50.29344,historical
1927,6,30.496374,historical
1927,7,30.251392,historical
1927,8,36.556087,historical
1927,9,20.88888,historical
1927,10,42.445454,historical
1927,11,23.998205,historical
1927,12,28.721079,historical
1928,1,47.987934,historical
1928,2,63.3555,historical
1928,3,42.702534,historical
1928,4,64.06915,historical
1928,5,43.59266,historical
1928,6,43.091286,historical
1928,7,32.51338,historical
1928,8,48.116592,historical
1928,9,20.10752,historical
1928,10,16.120977,historical
1928,11,30.86027,historical
1928,12,71.931175,historical
1929,1,62.359566,historical
1929,2,36.440666,historical
1929,3,64.39592,historical
1929,4,46.302837,historical
1929,5,55.35606,historical
1929,6,34.852318,historical
1929,7,17.65282,historical
1929,8,28.586742,historical
1929,9,9.07416,historical
1929,10,38.582253,historical
1929,11,34.021675,historical
1929,12,45.010242,historical
1930,1,56.35504,historical
1930,2,66.29585,historical
1930,3,50.570705,historical
1930,4,56.022816,historical
1930,5,49.84754,historical
1930,6,40.818268,historical
1930,7,31.888342,historical
1930,8,29.423365,historical
1930,9,30.89071,historical
1930,10,33.809273,historical
1930,11,40.967506,historical
1930,12,38.697887,historical
1931,1,43.46427,historical
1931,2,46.069946,historical
1931,3,68.39607,historical
1931,4,33.2919,historical
1931,5,53.85904,historical
1931,6,45.7882,historical
1931,7,22.28962,historical
1931,8,27.742487,historical
1931,9,24.22434,historical
1931,10,25.16154,historical
1931,11,31.348133,historical
1931,12,32.042812,historical
1932,1,42.952904,historical
1932,2,55.461403,historical
1932,3,66.6989,historical
1932,4,51.81671,historical
1932,5,44.535553,historical
1932,6,31.767212,historical
1932,7,32.411972,historical
1932,8,18.464893,historical
1932,9,30.41244,historical
1932,10,18.351603,historical
1932,11,42.949627,historical
1932,12,41.791206,historical
1933,1,51.615334,historical
1933,2,50.88755,historical
1933,3,47.017685,historical
1933,4,51.042725,historical
1933,5,52.02408,historical
1933,6,32.305004,historical
1933,7,29.556097,historical
1933,8,28.254303,historical
1933,9,12.651615,historical
1933,10,37.239662,historical
1933,11,47.9121,historical
1933,12,43.84968,historical
1934,1,42.23828,historical
1934,2,57.33551,historical
1934,3,45.31573,historical
1934,4,42.46282,historical
1934,5,41.317272,historical
1934,6,34.463608,historical
1934,7,36.311054,historical
1934,8,25.6987,historical
1934,9,36.098454,historical
1934,10,20.475952,historical
1934,11,48.693512,historical
1934,12,59.707314,historical
1935,1,57.251686,historical
1935,2,43.285988,historical
1935,3,38.847206,historical
1935,4,37.193768,historical
1935,5,34.979176,historical
1935,6,37.086544,historical
1935,7,33.67103,historical
1935,8,25.33351,historical
1935,9,38.519104,historical
1935,10,22.510662,historical
1935,11,28.632038,historical
1935,12,51.69295,historical
1936,1,49.15503,historical
1936,2,48.67634,historical
1936,3,55.289062,historical
1936,4,51.886635,historical
1936,5,30.408045,historical
1936,6,41.309162,historical
1936,7,37.81236,historical
1936,8,24.567535,historical
1936,9,27.298023,historical
1936,10,37.672638,historical
1936,11,30.92507,historical
1936,12,23.037071,historical
1937,1,47.511024,historical
1937,2,31.326252,historical
1937,3,51.53596,historical
1937,4,57.001728,historical
1937,5,49.998436,historical
1937,6,30.344889,historical
1937,7,29.18012,historical
1937,8,28.822443,historical
1937,9,29.501286,historical
1937,10,21.283033,historical
1937,11,36.736732,historical
1937,12,31.62407,historical
1938,1,60.52652,historical
1938,2,57.242523,historical
1938,3,56.178185,historical
1938,4,53.775993,historical
1938,5,53.389587,historical
1938,6,38.14548,historical
1938,7,33.285183,historical
1938,8,33.2839,historical
1938,9,22.900291,historical
1938,10,33.198833,historical
1938,11,21.759014,historical
1938,12,57.069008,historical
1939,1,45.234818,historical
1939,2,61.11375,historical
1939,3,48.620018,historical
1939,4,52.414,historical
1939,5,48.094734,historical
1939,6,37.10405,historical
1939,7,28.207378,historical
1939,8,28.343678,historical
1939,9,29.607357,historical
1939,10,36.780964,historical
1939,11,48.498394,historical
1939,12,48.016487,historical
1940,1,62.295094,historical
1940,2,68.75404,historical
1940,3,51.940685,historical
1940,4,42.941902,historical
1940,5,43.401653,historical
1940,6,33.82666,historical
1940,7,26.29215,historical
1940,8,25.991943,historical
1940,9,31.950415,historical
1940,10,22.913473,historical
1940,11,29.9994,historical
1940,12,29.107944,historical
1941,1,41.433502,historical
1941,2,27.962122,historical
1941,3,39.693478,historical
1941,4,29.744305,historical
1941,5,48.349327,historical
1941,6,50.48771,historical
1941,7,31.26218,historical
1941,8,35.90648,historical
1941,9,27.039928,historical
1941,10,28.31701,historical
1941,11,43.492302,historical
1941,12,51.52846,historical
1942,1,50.369335,historical
1942,2,70.263824,historical
1942,3,58.88436,historical
1942,4,51.58272,historical
1942,5,34.533466,historical
1942,6,38.945076,historical
1942,7,31.532715,historical
1942,8,48.07514,historical
1942,9,33.796227,historical
1942,10,42.84057,historical
1942,11,41.338905,historical
1942,12,34.601288,historical
1943,1,54.55963,historical
1943,2,51.906654,historical
1943,3,54.454628,historical
1943,4,44.274136,historical
1943,5,32.911446,historical
1943,6,42.18634,historical
1943,7,33.95953,historical
1943,8,38.999653,historical
1943,9,18.254053,historical
1943,10,37.142353,historical
1943,11,47.96694,historical
1943,12,42.140865,historical
1944,1,57.36724,historical
1944,2,47.597755,historical
1944,3,53.051094,historical
1944,4,48.177696,historical
1944,5,35.452564,historical
1944,6,37.426765,historical
1944,7,30.310535,historical
1944,8,30.282907,historical
1944,9,21.871578,historical
1944,10,30.763393,historical
1944,11,29.487137,historical
1944,12,32.06845,historical
1945,1,42.542053,historical
1945,2,56.074806,historical
1945,3,35.53331,historical
1945,4,31.028238,historical
1945,5,46.45402,historical
1945,6,27.70722,historical
1945,7,19.071857,historical
1945,8,20.562597,historical
1945,9,23.541363,historical
1945,10,20.889286,historical
1945,11,25.102833,historical
1945,12,64.51386,historical
1946,1,38.713173,historical
1946,2,32.455563,historical
1946,3,50.424103,historical
1946,4,53.326622,historical
1946,5,56.59948,historical
1946,6,42.35832,historical
1946,7,34.239456,historical
1946,8,19.539959,historical
1946,9,28.66557,historical
1946,10,27.785242,historical
1946,11,29.08968,historical
1946,12,48.611927,historical
1947,1,45.08131,historical
1947,2,50.579662,historical
1947,3,52.8118,historical
1947,4,48.401054,historical
1947,5,33.39612,historical
1947,6,33.893078,historical
1947,7,30.240307,historical
1947,8,22.011877,historical
1947,9,36.38337,historical
1947,10,24.084858,historical
1947,11,51.85034,historical
1947,12,41.23806,historical
1948,1,60.89466,historical
1948,2,49.52764,historical
1948,3,58.431396,historical
1948,4,48.311012,historical
1948,5,38.096138,historical
1948,6,30.97931,historical
1948,7,30.83346,historical
1948,8,27.480621,historical
1948,9,25.666693,historical
1948,10,30.02007,historical
1948,11,45.677124,historical
1948,12,39.35022,historical
1949,1,22.51298,historical
1949,2,62.314087,historical
1949,3,60.413258,historical
1949,4,28.9422,historical
1949,5,46.6706,historical
1949,6,32.83362,historical
1949,7,23.779095,historical
1949,8,25.979553,historical
