year,month,clt,scenario
1949,9,31.894995,historical
1949,10,42.914284,historical
1949,11,55.155357,historical
1949,12,51.897205,historical
1950,1,42.09969,historical
1950,2,59.374992,historical
1950,3,66.67741,historical
1950,4,54.05117,historical
1950,5,26.426062,historical
1950,6,21.91655,historical
1950,7,32.16097,historical
1950,8,37.78163,historical
1950,9,29.104702,historical
1950,10,30.92857,historical
1950,11,35.219124,historical
1950,12,49.579784,historical
1951,1,50.160316,historical
1951,2,44.704956,historical
1951,3,68.438034,historical
1951,4,44.579517,historical
1951,5,38.704014,historical
1951,6,35.395527,historical
1951,7,21.181532,historical
1951,8,32.427063,historical
1951,9,27.960596,historical
1951,10,24.308167,historical
1951,11,22.986588,historical
1951,12,45.27938,historical
1952,1,46.789864,historical
1952,2,63.25769,historical
1952,3,49.119347,historical
1952,4,35.371696,historical
1952,5,41.01818,historical
1952,6,41.285896,historical
1952,7,29.667816,historical
1952,8,34.7278,historical
1952,9,51.22406,historical
1952,10,24.809116,historical
1952,11,33.47458,historical
1952,12,29.680338,historical
1953,1,48.76756,historical
1953,2,48.774857,historical
1953,3,55.226543,historical
1953,4,30.267675,historical
1953,5,39.01135,historical
1953,6,34.57892,historical
1953,7,34.689915,historical
1953,8,19.503637,historical
1953,9,30.062714,historical
1953,10,37.32055,historical
1953,11,47.09416,historical
1953,12,44.58907,historical
1954,1,42.53247,historical
1954,2,47.118416,historical
1954,3,67.313576,historical
1954,4,49.548595,historical
1954,5,39.207962,historical
1954,6,30.594183,historical
1954,7,21.77362,historical
1954,8,30.148422,historical
1954,9,32.31429,historical
1954,10,34.50884,historical
1954,11,44.42569,historical
1954,12,38.68098,historical
1955,1,37.801167,historical
1955,2,52.503807,historical
1955,3,47.916065,historical
1955,4,33.701683,historical
1955,5,31.254175,historical
1955,6,21.657787,historical
1955,7,28.34669,historical
1955,8,25.49002,historical
1955,9,23.079763,historical
1955,10,19.084152,historical
1955,11,22.481764,historical
1955,12,51.36326,historical
1956,1,57.473156,historical
1956,2,58.681282,historical
1956,3,53.403004,historical
1956,4,49.321846,historical
1956,5,38.01602,historical
1956,6,37.633064,historical
1956,7,19.374384,historical
1956,8,21.45522,historical
1956,9,32.89618,historical
1956,10,38.309586,historical
1956,11,51.13155,historical
1956,12,58.30683,historical
1957,1,71.339195,historical
1957,2,39.481316,historical
1957,3,42.308636,historical
1957,4,49.27477,historical
1957,5,46.733906,historical
1957,6,30.885763,historical
1957,7,47.044678,historical
1957,8,30.550655,historical
1957,9,25.406635,historical
1957,10,15.109871,historical
1957,11,35.14872,historical
1957,12,34.216705,historical
1958,1,68.94365,historical
1958,2,46.46743,historical
1958,3,67.89336,historical
1958,4,37.986717,historical
1958,5,39.59269,historical
1958,6,26.636225,historical
1958,7,32.70022,historical
1958,8,46.874523,historical
1958,9,20.435925,historical
1958,10,39.58823,historical
1958,11,31.777197,historical
1958,12,56.56304,historical
1959,1,72.83805,historical
1959,2,56.282227,historical
1959,3,58.598747,historical
1959,4,52.283985,historical
1959,5,37.837715,historical
1959,6,51.897755,historical
1959,7,40.86905,historical
1959,8,21.4414,historical
1959,9,17.322844,historical
1959,10,26.870373,historical
1959,11,37.002064,historical
1959,12,40.161915,historical
1960,1,59.401478,historical
1960,2,43.669514,historical
1960,3,41.37018,historical
1960,4,33.410103,historical
1960,5,41.79003,historical
1960,6,37.926918,historical
1960,7,20.664698,historical
1960,8,23.858316,historical
1960,9,18.894995,historical
1960,10,29.702969,historical
1960,11,49.474262,historical
1960,12,46.962143,historical
1961,1,59.922615,historical
1961,2,48.16277,historical
1961,3,66.30711,historical
1961,4,45.047325,historical
1961,5,42.127724,historical
1961,6,37.460213,historical
1961,7,28.914774,historical
1961,8,33.364754,historical
1961,9,23.18346,historical
1961,10,27.772833,historical
1961,11,39.030495,historical
1961,12,37.23919,historical
1962,1,55.073994,historical
1962,2,51.36898,historical
1962,3,51.555042,historical
1962,4,57.987133,historical
1962,5,42.42614,historical
1962,6,52.671852,historical
1962,7,33.373814,historical
1962,8,30.049786,historical
1962,9,31.22584,historical
1962,10,19.464481,historical
1962,11,25.831583,historical
1962,12,34.79245,historical
1963,1,42.55721,historical
1963,2,61.849754,historical
1963,3,56.47633,historical
1963,4,42.521828,historical
1963,5,40.04714,historical
1963,6,36.455383,historical
1963,7,23.300137,historical
1963,8,24.857265,historical
1963,9,32.688934,historical
1963,10,19.396564,historical
1963,11,34.385414,historical
1963,12,43.464363,historical
1964,1,33.127384,historical
1964,2,51.486095,historical
1964,3,40.468422,historical
1964,4,48.572178,historical
1964,5,45.37186,historical
1964,6,25.313694,historical
1964,7,26.583912,historical
1964,8,41.794044,historical
1964,9,28.053425,historical
1964,10,19.62753,historical
1964,11,43.162262,historical
1964,12,47.80709,historical
1965,1,36.78938,historical
1965,2,54.818268,historical
1965,3,43.477104,historical
1965,4,46.859657,historical
1965,5,36.3985,historical
1965,6,35.385326,historical
1965,7,33.56237,historical
1965,8,35.53217,historical
1965,9,29.811035,historical
1965,10,25.26954,historical
1965,11,35.591053,historical
1965,12,45.02131,historical
1966,1,46.02162,historical
1966,2,57.41869,historical
1966,3,49.466217,historical
1966,4,52.51169,historical
1966,5,41.20887,historical
1966,6,32.342297,historical
1966,7,33.019276,historical
1966,8,38.4738,historical
1966,9,45.291763,historical
1966,10,49.04446,historical
1966,11,36.45861,historical
1966,12,51.22152,historical
1967,1,47.940895,historical
1967,2,60.31294,historical
1967,3,59.477398,historical
1967,4,37.687687,historical
1967,5,45.96323,historical
1967,6,38.55262,historical
1967,7,29.032959,historical
1967,8,35.935036,historical
1967,9,45.35747,historical
1967,10,23.526182,historical
1967,11,43.88746,historical
1967,12,58.69469,historical
1968,1,32.69059,historical
1968,2,50.339245,historical
1968,3,33.88601,historical
1968,4,56.863503,historical
1968,5,45.429844,historical
1968,6,46.314575,historical
1968,7,29.418941,historical
1968,8,26.615753,historical
1968,9,48.549957,historical
1968,10,30.118038,historical
1968,11,49.11373,historical
1968,12,39.876953,historical
1969,1,34.635963,historical
1969,2,52.46631,historical
1969,3,34.633358,historical
1969,4,41.7355,historical
1969,5,29.817373,historical
1969,6,21.368616,historical
1969,7,34.915142,historical
1969,8,15.565648,historical
1969,9,20.10891,historical
1969,10,24.328075,historical
1969,11,20.449358,historical
1969,12,43.522472,historical
1970,1,58.02113,historical
1970,2,67.20312,historical
1970,3,56.00166,historical
1970,4,57.438194,historical
1970,5,47.672962,historical
1970,6,40.670612,historical
1970,7,32.717724,historical
1970,8,19.395817,historical
1970,9,27.533844,historical
1970,10,25.163567,historical
1970,11,47.96657,historical
1970,12,58.978737,historical
1971,1,48.219055,historical
1971,2,59.598583,historical
1971,3,46.299076,historical
1971,4,35.60743,historical
1971,5,48.959557,historical
1971,6,29.287952,historical
1971,7,24.559093,historical
1971,8,45.89371,historical
1971,9,19.031452,historical
1971,10,23.663076,historical
1971,11,36.601234,historical
1971,12,54.2484,historical
1972,1,50.717316,historical
1972,2,61.33263,historical
1972,3,40.548943,historical
1972,4,42.1415,historical
1972,5,36.430565,historical
1972,6,35.294266,historical
1972,7,23.17557,historical
1972,8,22.19523,historical
1972,9,28.634586,historical
1972,10,18.59927,historical
1972,11,29.144674,historical
1972,12,28.828587,historical
1973,1,24.551641,historical
1973,2,41.12487,historical
1973,3,45.303963,historical
1973,4,50.716114,historical
1973,5,50.20729,historical
1973,6,29.479706,historical
1973,7,15.676352,historical
1973,8,33.46322,historical
1973,9,15.460806,historical
1973,10,23.200516,historical
1973,11,39.434734,historical
1973,12,53.592457,historical
1974,1,30.047428,historical
1974,2,51.415016,historical
1974,3,43.644623,historical
1974,4,48.951435,historical
1974,5,23.11522,historical
1974,6,23.079126,historical
1974,7,36.993717,historical
1974,8,33.12899,historical
1974,9,30.317932,historical
1974,10,10.403427,historical
1974,11,36.563194,historical
1974,12,53.140495,historical
1975,1,41.043507,historical
1975,2,63.617676,historical
1975,3,54.75167,historical
1975,4,34.712574,historical
1975,5,51.394825,historical
1975,6,34.7116,historical
1975,7,29.875988,historical
1975,8,34.951374,historical
1975,9,14.720917,historical
1975,10,16.298258,historical
1975,11,25.152422,historical
1975,12,45.465385,historical
1976,1,60.226585,historical
1976,2,39.023144,historical
1976,3,34.126373,historical
1976,4,47.391132,historical
1976,5,44.256355,historical
1976,6,44.45651,historical
1976,7,36.92733,historical
1976,8,29.59523,historical
1976,9,17.026613,historical
1976,10,21.187464,historical
1976,11,47.856697,historical
1976,12,57.33443,historical
1977,1,49.192726,historical
1977,2,71.23665,historical
1977,3,62.02998,historical
1977,4,45.55556,historical
1977,5,56.49696,historical
1977,6,23.232382,historical
1977,7,33.11043,historical
1977,8,30.772236,historical
1977,9,34.76175,historical
1977,10,24.993206,historical
1977,11,56.311584,historical
1977,12,61.29531,historical
1978,1,40.16505,historical
1978,2,72.96973,historical
1978,3,64.29235,historical
1978,4,44.110962,historical
1978,5,53.063965,historical
1978,6,41.994987,historical
1978,7,40.964886,historical
1978,8,10.392766,historical
1978,9,29.321224,historical
1978,10,41.270626,historical
1978,11,45.518238,historical
1978,12,57.62682,historical
1979,1,50.791065,historical
1979,2,51.426598,historical
1979,3,53.740906,historical
1979,4,43.106693,historical
1979,5,69.89679,historical
1979,6,36.5411,historical
1979,7,28.218822,historical
1979,8,16.805508,historical
1979,9,14.865576,historical
1979,10,15.385684,historical
1979,11,58.197407,historical
1979,12,62.374535,historical
1980,1,73.40328,historical
1980,2,69.54233,historical
1980,3,31.231586,historical
1980,4,38.66178,historical
1980,5,51.49578,historical
1980,6,37.7368,historical
1980,7,28.063965,historical
1980,8,20.628422,historical
1980,9,18.464756,historical
1980,10,25.519987,historical
1980,11,45.669495,historical
1980,12,59.85498,historical
1981,1,49.696068,historical
1981,2,54.187927,historical
1981,3,66.57085,historical
1981,4,57.23704,historical
1981,5,47.131065,historical
1981,6,30.773005,historical
1981,7,38.36079,historical
1981,8,44.798992,historical
1981,9,29.92298,historical
1981,10,36.940536,historical
1981,11,47.067825,historical
1981,12,19.326519,historical
1982,1,50.751915,historical
1982,2,62.830177,historical
1982,3,43.118767,historical
1982,4,28.99323,historical
1982,5,44.281292,historical
1982,6,34.08219,historical
1982,7,20.844576,historical
1982,8,22.645725,historical
1982,9,28.519287,historical
1982,10,24.836466,historical
1982,11,44.745094,historical
1982,12,49.256657,historical
1983,1,70.86482,historical
1983,2,51.137318,historical
1983,3,49.637627,historical
1983,4,45.09062,historical
1983,5,40.84016,historical
1983,6,43.813404,historical
1983,7,22.638897,historical
1983,8,26.236994,historical
1983,9,9.081197,historical
1983,10,36.507042,historical
1983,11,54.667274,historical
1983,12,52.583263,historical
1984,1,35.898033,historical
1984,2,39.172146,historical
1984,3,43.4804,historical
1984,4,48.764122,historical
1984,5,46.295086,historical
1984,6,26.835163,historical
1984,7,22.447643,historical
1984,8,22.488976,historical
1984,9,19.043056,historical
1984,10,31.90482,historical
1984,11,25.406668,historical
1984,12,54.72115,historical
1985,1,21.88511,historical
1985,2,50.519432,historical
1985,3,41.65055,historical
1985,4,54.318146,historical
1985,5,43.70858,historical
1985,6,40.77366,historical
1985,7,28.175304,historical
1985,8,17.934399,historical
1985,9,27.123058,historical
1985,10,36.583,historical
1985,11,49.935158,historical
1985,12,43.919273,historical
1986,1,51.92086,historical
1986,2,58.125164,historical
1986,3,53.447926,historical
1986,4,59.028145,historical
1986,5,44.088245,historical
1986,6,28.407965,historical
1986,7,28.159714,historical
1986,8,21.109306,historical
1986,9,23.0609,historical
1986,10,23.64716,historical
1986,11,37.29793,historical
1986,12,25.400578,historical
1987,1,67.28674,historical
1987,2,54.519276,historical
1987,3,55.49596,historical
1987,4,54.9604,historical
1987,5,43.43226,historical
1987,6,35.772743,historical
1987,7,28.286676,historical
1987,8,33.844555,historical
1987,9,26.060795,historical
1987,10,23.397823,historical
1987,11,46.496067,historical
1987,12,51.253094,historical
1988,1,38.3072,historical
1988,2,62.664623,historical
1988,3,49.980858,historical
1988,4,51.714977,historical
1988,5,48.72833,historical
1988,6,35.21408,historical
1988,7,34.903503,historical
1988,8,21.629047,historical
1988,9,16.01411,historical
1988,10,26.745886,historical
1988,11,33.604485,historical
1988,12,44.011345,historical
1989,1,59.23921,historical
1989,2,71.04993,historical
1989,3,50.522663,historical
1989,4,44.504448,historical
1989,5,52.3703,historical
1989,6,40.5571,historical
1989,7,45.09942,historical
1989,8,39.862152,historical
1989,9,26.839916,historical
1989,10,28.018671,historical
1989,11,35.111908,historical
1989,12,39.891266,historical
1990,1,65.5592,historical
1990,2,41.133522,historical
1990,3,49.05362,historical
1990,4,57.45011,historical
1990,5,36.516533,historical
1990,6,38.7033,historical
1990,7,30.340326,historical
1990,8,39.58204,historical
1990,9,33.292458,historical
1990,10,51.467335,historical
1990,11,63.0066,historical
1990,12,36.067497,historical
1991,1,48.531788,historical
1991,2,32.694374,historical
1991,3,54.44231,historical
1991,4,52.54001,historical
1991,5,47.93988,historical
1991,6,39.763733,historical
1991,7,18.926823,historical
1991,8,40.70011,historical
1991,9,28.53886,historical
1991,10,31.094507,historical
1991,11,48.962986,historical
1991,12,47.33308,historical
1992,1,73.09495,historical
1992,2,49.376392,historical
1992,3,38.65271,historical
1992,4,39.919575,historical
1992,5,41.317192,historical
1992,6,25.59029,historical
1992,7,16.155811,historical
1992,8,21.536879,historical
1992,9,24.447086,historical
1992,10,21.24016,historical
1992,11,39.501686,historical
1992,12,34.082054,historical
1993,1,54.18235,historical
1993,2,30.955791,historical
1993,3,53.163017,historical
1993,4,56.337128,historical
1993,5,52.615265,historical
1993,6,39.20649,historical
1993,7,31.698633,historical
1993,8,24.530584,historical
1993,9,25.664139,historical
1993,10,18.390242,historical
1993,11,38.029488,historical
1993,12,65.785385,historical
1994,1,52.057045,historical
1994,2,57.61605,historical
1994,3,62.367287,historical
1994,4,56.026966,historical
1994,5,41.94971,historical
1994,6,51.367867,historical
1994,7,34.19056,historical
1994,8,32.04049,historical
1994,9,27.715076,historical
1994,10,26.710266,historical
1994,11,48.720306,historical
1994,12,38.61251,historical
1995,1,55.223488,historical
1995,2,41.728172,historical
1995,3,53.544838,historical
1995,4,55.97749,historical
1995,5,34.930515,historical
1995,6,42.100353,historical
1995,7,13.508969,historical
1995,8,20.04826,historical
1995,9,20.961899,historical
1995,10,16.0098,historical
1995,11,44.671066,historical
1995,12,40.777885,historical
1996,1,44.720947,historical
1996,2,58.408363,historical
1996,3,46.051666,historical
1996,4,42.887474,historical
1996,5,32.827473,historical
1996,6,32.186157,historical
1996,7,29.067017,historical
1996,8,20.984522,historical
1996,9,19.823233,historical
1996,10,34.399956,historical
1996,11,45.05365,historical
1996,12,50.241467,historical
1997,1,37.069542,historical
1997,2,55.884575,historical
1997,3,43.030037,historical
1997,4,43.74137,historical
1997,5,42.99065,historical
1997,6,52.981407,historical
1997,7,39.122005,historical
1997,8,25.800604,historical
1997,9,12.470059,historical
1997,10,17.132257,historical
1997,11,24.614803,historical
1997,12,33.68548,historical
1998,1,30.235394,historical
1998,2,52.10194,historical
1998,3,50.679455,historical
1998,4,57.44168,historical
1998,5,43.388367,historical
1998,6,25.71532,historical
1998,7,55.273476,historical
1998,8,27.580908,historical
1998,9,30.73882,historical
1998,10,44.77128,historical
1998,11,28.488934,historical
1998,12,54.40509,historical
1999,1,39.72606,historical
1999,2,66.061,historical
1999,3,57.55971,historical
1999,4,55.578613,historical
1999,5,34.27679,historical
1999,6,42.461018,historical
1999,7,27.71639,historical
1999,8,33.795288,historical
1999,9,19.493366,historical
1999,10,21.277954,historical
1999,11,43.73933,historical
1999,12,41.054756,historical
2000,1,40.62055,historical
2000,2,50.060066,historical
2000,3,42.3274,historical
2000,4,43.071983,historical
2000,5,43.570118,historical
2000,6,42.53938,historical
2000,7,52.253857,historical
2000,8,28.497875,historical
2000,9,46.046566,historical
2000,10,21.24409,historical
2000,11,41.78,historical
2000,12,26.687738,historical
2001,1,70.66537,historical
2001,2,59.47284,historical
2001,3,52.188526,historical
2001,4,32.06239,historical
2001,5,34.581257,historical
2001,6,35.585266,historical
2001,7,35.446312,historical
2001,8,28.928207,historical
2001,9,27.197443,historical
2001,10,17.715195,historical
2001,11,35.32136,historical
2001,12,43.222942,historical
2002,1,71.8033,historical
2002,2,58.885365,historical
2002,3,57.38734,historical
2002,4,43.264027,historical
2002,5,41.778675,historical
2002,6,32.456486,historical
2002,7,22.458221,historical
2002,8,21.052645,historical
2002,9,12.480101,historical
2002,10,23.981165,historical
2002,11,48.82036,historical
2002,12,51.26405,historical
2003,1,61.518818,historical
2003,2,42.732094,historical
2003,3,55.93274,historical
2003,4,51.592926,historical
2003,5,42.08512,historical
2003,6,24.271713,historical
2003,7,31.004395,historical
2003,8,23.941986,historical
2003,9,25.721104,historical
2003,10,16.517796,historical
2003,11,28.671606,historical
2003,12,58.646645,historical
2004,1,49.856834,historical
2004,2,48.289345,historical
2004,3,40.62556,historical
2004,4,39.829937,historical
2004,5,31.101782,historical
2004,6,39.470135,historical
2004,7,29.964441,historical
2004,8,34.098488,historical
2004,9,35.362263,historical
2004,10,40.289185,historical
2004,11,48.692646,historical
2004,12,44.601128,historical
2005,1,60.59664,historical
2005,2,71.767395,historical
2005,3,40.987938,historical
2005,4,44.605095,historical
2005,5,48.88489,historical
2005,6,38.138893,historical
2005,7,21.269886,historical
2005,8,50.9446,historical
2005,9,28.876312,historical
2005,10,25.768612,historical
2005,11,45.283,historical
2005,12,21.762844,historical
2006,1,51.316307,historical
2006,2,60.951233,historical
2006,3,57.539978,historical
2006,4,51.33349,historical
2006,5,36.38247,historical
2006,6,37.71515,historical
2006,7,16.285831,historical
2006,8,28.756927,historical
2006,9,33.401627,historical
2006,10,28.235798,historical
2006,11,36.01217,historical
2006,12,39.48242,historical
2007,1,55.149437,historical
2007,2,43.700798,historical
2007,3,42.18565,historical
2007,4,34.879517,historical
2007,5,33.69886,historical
2007,6,41.38724,historical
2007,7,29.753998,historical
2007,8,41.92625,historical
2007,9,27.023504,historical
2007,10,20.740643,historical
2007,11,46.541107,historical
2007,12,48.403538,historical
2008,1,76.6131,historical
2008,2,51.30592,historical
2008,3,38.0187,historical
2008,4,61.107185,historical
2008,5,45.995537,historical
2008,6,34.45529,historical
2008,7,44.6805,historical
2008,8,34.191765,historical
2008,9,35.5439,historical
2008,10,19.555197,historical
2008,11,31.04743,historical
2008,12,43.487053,historical
2009,1,59.912926,historical
2009,2,56.997803,historical
2009,3,57.117554,historical
2009,4,48.704613,historical
2009,5,32.24207,historical
2009,6,31.6332,historical
2009,7,41.8745,historical
2009,8,29.369196,historical
2009,9,33.83465,historical
2009,10,29.196674,historical
2009,11,21.293766,historical
2009,12,39.764656,historical
2010,1,37.58523,historical
2010,2,56.312927,historical
2010,3,43.971264,historical
2010,4,47.3049,historical
2010,5,52.809937,historical
2010,6,41.741768,historical
2010,7,28.534779,historical
2010,8,28.441196,historical
2010,9,22.448404,historical
2010,10,30.605429,historical
2010,11,55.717457,historical
2010,12,60.09312,historical
2011,1,53.837585,historical
2011,2,59.40793,historical
2011,3,55.014576,historical
2011,4,51.87876,historical
2011,5,38.705498,historical
2011,6,53.283924,historical
2011,7,32.465458,historical
2011,8,45.035416,historical
2011,9,25.481546,historical
2011,10,35.980083,historical
2011,11,49.13688,historical
2011,12,70.59751,historical
2012,1,51.640797,historical
2012,2,58.632286,historical
2012,3,53.539406,historical
2012,4,53.689056,historical
2012,5,47.366394,historical
2012,6,29.742085,historical
2012,7,27.816792,historical
2012,8,30.183964,historical
2012,9,17.103043,historical
2012,10,33.704895,historical
2012,11,27.077261,historical
2012,12,43.75303,historical
2013,1,49.669033,historical
2013,2,43.792107,historical
2013,3,67.41173,historical
2013,4,40.871605,historical
2013,5,47.920315,historical
2013,6,31.017365,historical
2013,7,42.532837,historical
2013,8,27.171991,historical
2013,9,18.338223,historical
2013,10,21.574884,historical
2013,11,40.822617,historical
2013,12,41.624416,historical
2014,1,43.44419,historical
2014,2,47.56249,historical
2014,3,32.060604,historical
2014,4,50.829876,historical
2014,5,38.637577,historical
2014,6,43.35804,historical
2014,7,14.829923,historical
2014,8,35.490738,historical
2014,9,25.32516,historical
2014,10,28.275543,historical
2014,11,37.958797,historical
2014,12,52.53422,historical
